Index,CppName,Name,Wiki,AntiSeoUpperBound,Tags,Description,Authors,Responsibles,Desc,TG_DOC,TG_LINK_GRAPH,TG_STATIC,TG_L2,TG_UNUSED,Group,TG_DOC_TEXT,TG_DYNAMIC,TG_REARR_USE,TG_UNDOCUMENTED,TG_NN_OVER_FEATURES_USE,TG_LINK_TEXT,TG_DEPRECATED,TG_BINARY,TG_OFTEN_ZERO,# TODO(FACTORDEL-65),TG_HOST,TG_BROWSER,TG_USER,TG_USERFEAT_VISITS_ACTIVITY_DOWNLOADS,TG_USERFEAT,TG_QUERY_ONLY,TG_L3_OVERWRITE,# TODO(FACTORDEL-97),TG_LOCALIZED_COUNTRY,TG_THEME_CLASSIF,TG_TRANS,TG_SAMOHOD_UNIMPLEMENTED,TG_CALLISTO_UNIMPLEMENTED,Ticket,ImplementationTime,TG_OWNER,TG_COMMERCIAL,UseArtifact,TG_NEURAL,MinValue,MaxValue,TG_FRESHNESS_USE,TG_QUERY_DETECTOR_PREDICT,TG_NOT_01,TG_ALICE_MUSIC,TG_ANNOTATION_NOFILTER,TG_TEXT_MACHINE,TG_ALLOW_USE_FOR_ALICE,DependsOn,TG_USER_SEARCH,TG_USER_SEARCH_ONLY,TG_DATE,Countries,TG_USER_EXT_DATA,TG_USERFEAT_90D,TG_USERFEAT_CLICKS_SHOWS,TG_FORMULA_2245_DEP_3,CanonicalValue,TG_USER_SEARCH_EXTERNAL,TG_DOWNER,TG_STATIC_REGINFO,# TODO(FACTORDEL-56),TG_URL_TEXT,TG_LOCALIZED_GEOINQUERY,Comment,TG_WIKIPEDIA,TG_LOCALIZED_CITY,TG_DOPP,TG_USERFEAT_USF,TG_LOCALIZED_REGION,TG_CATALOG,TG_UNIMPLEMENTED],,TG_COUNTER,TG_FORMULA_2245_DEP_2,TG_NAV,TG_USERFEAT_238D,TG_FORMULA_2245_DEP_5,TG_REMOVED,TG_USERFEAT_BROWSER_PAGE_RANK,TG_L3_MODEL_VALUE,TG_DOC_CONTENT,TG_RTMODELS_SERVICE,TG_USE_MARKUP,TG_ALL_RELEVANCE_MARKUP,TG_SIN_SIG_MARKUP,TG_BERT_DISTILL,TG_UNIMPLEMENTED,TG_DATA_FROM_BIGRT,TG_SPYLOG_RAPID_CLICKS_BIGRT,TG_USED_IN_CONF_REARR,TG_NO_L3,TG_DATA_FROM_SAASKV,TG_USERFEAT_1600D,TG_USERFEAT_SEARCH_DWELL_TIME,TG_USERFEAT_CLICK_MACHINE,TG_META_OVERWRITE,TG_METRIKA,TG_USERFEAT_30D,TG_DATA_FROM_SAASKV],TG_SEARCH_RAPID_CLICKS_BIGRT,TG_USERFEAT_1832D,TG_ANNOTATION_FILTER,TG_USERFEAT_NHOP,TG_MASCOT,TG_BEAST,TG_USERFEAT_365D,TG_USERFEAT_1D,TG_USERFEAT_SURFING_TREE,TG_SYNNORM,TG_USERFEAT_URL_QUERY_TRIGRAMS,TG_USERFEAT_MULTI_PERIOD,TG_USERFEAT_VISITS_FROM,TG_USERFEAT_USER_HUB,TG_USERFEAT_POPULAR_SE_FRC,TG_USERFEAT_SAME_QUERY_RETURN,TG_USERFEAT_SBM,TG_META,TG_L3,TG_PRS,# ImplementationTime,TG_ALLOW_USE_FOR_SPAM_FORMULAS,TG_USERFEAT_GEOCLICKS,TG_USERFEAT_REVISITS,TG_USERFEAT_REG_SITE_BROWSER,TG_COLLABORATED,TG_USERFEAT_SAMPLE_PERIOD,TG_USERFEAT_USF_SAMPLE_PERIOD,TG_LINGBOOST,TG_USERFEAT_FIELDSET2,TG_USERFEAT_730D,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK_SAMPLE,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK,TG_UNSUPPORTED,TG_USERFEAT_NHOP_SUM_DWELLTIME,TG_FORMULA_2245_DEP_4,TG_REUSABLE,TG_USERFEAT_META_STREAM,TG_USERFEAT_MAX_PERIOD,TG_USERFEAT_USER_BROWSE_LONG_PERIOD_STATIC,TG_KNN,TG_FORMULA_2245_DEP,TG_ALICE_ARAMUSIC,TG_RANDOM_LOG,TG_REMAPPED,TG_TOLOKA,TG_FROZEN,# DependsOn
457,FI_AURA_DOC_MEAN_SHARED_WEIGHT,AuraDocMeanSharedWeight,,,"[TG_DOC, TG_DOC_TEXT, TG_STATIC, TG_UNDOCUMENTED, TG_L2, TG_SAMOHOD_UNIMPLEMENTED, TG_CALLISTO_UNIMPLEMENTED, TG_DEPRECATED]",Средний вес не-уникальных шинглов данного документа,antonovvk,"[""antonovvk"", ""smax""]",Average weight of non-unique shingles of this document,True,,True,True,,,True,,,True,,,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,FI_MARKET_QUALITY_RATING,MarketQualityRating,,,"[TG_OWNER, TG_STATIC, TG_OFTEN_ZERO, TG_COMMERCIAL, TG_NN_OVER_FEATURES_USE]",Mascot feature MarketQualityRating,"[""bikulov""]","[""bikulov"", ""sdormidontov""]",Mascot feature MarketQualityRating,,,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,SEARCHSPAM-15531,2020-09-30,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,FI_MEDICAL2_HOST_QUALITY,Medical2HostQuality,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_NOT_01]",Medical host quality for new marks.,"[""anrodigina""]","[""anrodigina"", ""hommforever""]",Medical host quality for new marks.,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SENS-87,2021-01-12,,,,,-1,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,FI_MEDICAL2_HOST_QUALITY_FRESH,Medical2HostQualityFresh,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_NOT_01]",Medical host quality for new marks for experiments.,"[""anrodigina""]","[""anrodigina"", ""hommforever""]",Medical host quality for new marks for experiments.,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SENS-87,2021-01-12,,,,,-1,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,FI_FIN_LAW_HOST_QUALITY,FinLawHostQuality,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_NOT_01, TG_USED_IN_CONF_REARR]",Finance or law host quality for new marks.,"[""anrodigina""]","[""anrodigina"", ""hommforever""]",Finance or law host quality for new marks.,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SENS-85,2021-01-12,,,,,-1,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,FI_FIN_LAW_HOST_QUALITY_FRESH,FinLawHostQualityFresh,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_NOT_01]",Finance or law host quality for new marks for experiments.,"[""anrodigina""]","[""anrodigina"", ""hommforever""]",Finance or law host quality for new marks for experiments.,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SENS-85,2021-01-12,,,,,-1,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,FI_SOS_HOST_QUALITY,SosHostQuality,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_UNIMPLEMENTED, TG_NOT_01]",Finance or law host quality for new marks.,"[""anrodigina""]","[""anrodigina"", ""hommforever""]",Finance or law host quality for new marks.,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SENS-84,2021-01-12,,,,,-1,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,FI_SOS_HOST_QUALITY_FRESH,SosHostQualityFresh,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_UNIMPLEMENTED, TG_NOT_01]",Finance or law host quality for new marks for experiments.,"[""anrodigina""]","[""anrodigina"", ""hommforever""]",Finance or law host quality for new marks for experiments.,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SENS-84,2021-01-12,,,,,-1,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,FI_CS_DOCUMENTATION_HOST,CsDocumentationHost,,,"[TG_HOST, TG_STATIC, TG_OFTEN_ZERO, TG_UNUSED, TG_UNIMPLEMENTED]",Factor for host in list of documentation cs hosts for experiments,alejes,alejes,Factor for host in list of documentation cs hosts for experiments,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,SEARCHPLAY-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,FI_REMOVED_466,Remved_466,,,[TG_REMOVED],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,FI_REG_HOST_RANK,RegHostRank,,,"[TG_LOCALIZED_COUNTRY, TG_LINK_GRAPH, TG_OWNER, TG_STATIC, TG_UNDOCUMENTED, TG_L2, TG_DEPRECATED]","Cчитается так же, как и фактор HostRank, но не на всём owner-графе, а на его подграфе, состоящем из owner'ов данного региона. Принадлежность к региону определяется по TLD, либо по наличию в индексе страниц с данного owner'а, про которые geo или geoa классификатор говорит, что они из этого региона. Маппируется точно так же, как и фактор HostRank, в число от 0 до 1 с 256 градациями",yoda,alsafr,"It is calculated in the same way as HostRank factor, but not on the whole owner-graph, but on its subgraph consisting of owners of the given region. Region belonging is determined by TLD, or by presence in index of pages from given owner which geo or geoa classifier says that they are from given region. Mapped in the same way as the HostRank factor, to a number from 0 to 1 with 256 gradations",,True,True,True,,RegHostStatic,,,,True,,,True,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,FI_REG_IS_WIKI,RegIsWiki,,,"[TG_LOCALIZED_COUNTRY, TG_HOST, TG_STATIC, TG_WIKIPEDIA, TG_UNDOCUMENTED, TG_L2, TG_REARR_USE, TG_NN_OVER_FEATURES_USE]","Документ из языкового раздела википедии, соответствующего пользовательскому региону",yoda,alsafr,Document from the language section of wikipedia corresponding to the user region,,,True,True,,RegHostStatic,,,True,True,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,FI_LANGUAGE_COMPLIANCE,LanguageCompliance,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_BINARY, TG_REARR_USE, TG_UNDOCUMENTED, TG_NN_OVER_FEATURES_USE]",Язык документа соответствует языку запроса,ekrokhalev,lamo,The language of the document corresponds to the language of the request,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,FI_COUNTRY_POPULAR_Q,CountryPopularQ,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/PopularQ,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_REARR_USE, TG_OFTEN_ZERO, TG_L2, TG_DEPRECATED]",Популярность запроса внутри страны,denplusplus,"[""diver"", ""akhropov""]",Popularity of the request within the country,,,,True,,Query,,True,True,,,,True,,True,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,"[{Feature: [""CountryPopularQ""], Slice: ""begemot_query_factors""}]",True,True,,CNT_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,FI_COUNTRY_Q_DIVERSITY,CountryQDiversity,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QDiversity,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_REARR_USE, TG_OFTEN_ZERO, TG_L2, TG_DEPRECATED]","Степень централизации точек, из которой задается запрос (внутри страны)",denplusplus,"[""diver"", ""akhropov""]",Degree of centralization of the points from which the request is made (within the country),,,,True,,Query,,True,True,,,,True,,True,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,"[{Feature: [""CountryQDiversity""], Slice: ""begemot_query_factors""}]",True,True,,CNT_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,FI_COUNTRY_Q_DIVERSITY2,CountryQDiversity2,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/Diversity2,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_REARR_USE, TG_OFTEN_ZERO, TG_L2, TG_DEPRECATED]",Географическая распределенность запроса внутри страны,denplusplus,"[""diver"", ""akhropov""]",Geographical distribution of the request within the country,,,,True,,Query,,True,True,,,,True,,True,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,"[{Feature: [""CountryQDiversity2""], Slice: ""begemot_query_factors""}]",True,True,,CNT_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,FI_COUNTRY_HOUR,CountryHour,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/HourDiversity,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_OFTEN_ZERO, TG_L2, TG_DEPRECATED]","Час, в который больше всего задают этот запрос",denplusplus,"[""diver"", ""akhropov""]",The hour in which this request is most frequently asked,,,,True,,Query,,True,,,,,True,,True,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,"[{Feature: [""CountryHour""], Slice: ""begemot_query_factors""}]",True,True,,CNT_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,FI_COUNTRY_HOUR_DIVERSITY,CountryHourDiversity,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/HourDiversity,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_OFTEN_ZERO, TG_L2, TG_DEPRECATED]",Степень выраженности задания запросов в разное время суток (внутри страны),denplusplus,"[""diver"", ""akhropov""]",The severity of querying at different times of the day (within the country),,,,True,,Query,,True,,,,,True,,True,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,"[{Feature: [""CountryHourDiversity""], Slice: ""begemot_query_factors""}]",True,True,,CNT_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,FI_REMOVED_475,Removed_475,,,[TG_REMOVED],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,FI_NATIONAL_DOMAIN,NationalDomain,,,"[TG_DOC, TG_DYNAMIC, TG_LOCALIZED_COUNTRY, TG_BINARY, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]",Страна документа (домен) и страна пользователя совпадают ((http://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/ObshayaFormula/TekushhieKomponenty/OpisanijaFaktorov#nationaldomain подробнее)),vvp,alsafr,The country of the document (domain) and the country of the user are the same ((http://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/ObshayaFormula/TekushhieKomponenty/OpisanijaFaktorov#nationaldomain details)),True,,,True,,,,True,,True,True,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,FI_IS_PORNO_ADVERT,IsPornoAdvert,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/IsPornoAdvert,,"[TG_DOC, TG_DOC_TEXT, TG_STATIC, TG_BINARY, TG_REARR_USE, TG_OFTEN_ZERO, TG_L2, TG_NN_OVER_FEATURES_USE]",На странице порно реклама,ashagarov,ashagarov,There's a porn ad on the page,True,,True,True,,,True,,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,FI_RC_SPYLOG_URL_RATIONAL_SIGMOID_D3T120,RcSpylogUrlRationalSigmoidD3T120,,,"[TG_STATIC, TG_DOC, TG_USER, TG_BROWSER, TG_L2, TG_DATA_FROM_BIGRT, TG_UNDOCUMENTED, TG_UNIMPLEMENTED, TG_UNUSED]",URL feature computed from rapid clicks spy_log counters with decay of 3 days,"[""skorodumov-s""]","[""skorodumov-s"", ""tarum""]",URL feature computed from rapid clicks spy_log counters with decay of 3 days,True,,True,True,True,RapidClicks,,,,True,,,,,,,,True,True,,,,,,,,,,,USERFEAT-1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,FI_COUNTRY_QUERY_REGIONALITY,CountryQueryRegionality,,,"[TG_DYNAMIC, TG_QUERY_ONLY, TG_THEME_CLASSIF, TG_UNDOCUMENTED, TG_L2, TG_DEPRECATED]",Страновый классификатор локализуемости - насколько запрос подразумевает контекст страны,shutovich,shutovich,Country localizability classifier - how much the query implies the country context,,,,True,,Query,,True,,True,,,True,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,"[{Feature: [""CountryQueryRegionality""], Slice: ""begemot_query_factors""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,FI_NUM_SLASHES,NumSlashes,,,"[TG_DOC, TG_STATIC, TG_URL_TEXT, TG_REARR_USE, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]",Число слешей в урле,denplusplus,alsafr,Number of slashes in the url,True,,True,True,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,FI_BM25F_DPR_OBSOLETE,BM25FdPR_obsolete,,,"[TG_DOC, TG_DOC_TEXT, TG_DYNAMIC, TG_REARR_USE, TG_UNUSED, TG_L2]","BM25 с разными параметрами для разных полей, включая входящий анкортекст. Веса текста входящих на страницу ссылок нормируются в зависимости от delta page rank ссылки","[""grechnik"", ""kustarev""]",grechnik,"BM25 with different parameters for different fields, including incoming anchortext. The text weights of incoming links to the page are normalized according to the delta page rank of the link",True,,,True,True,BM25F,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,FI_WATCH_VIDEO,WatchVideo,,,"[TG_DOC, TG_STATIC, TG_REARR_USE, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_L2, TG_NN_OVER_FEATURES_USE]",Наличие встроенного видеоплеера на странице,,osenzen,Built-in video player on the page,True,,True,True,,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,FI_DOWNLOAD_VIDEO,DownloadVideo,,,"[TG_DOC, TG_STATIC, TG_UNDOCUMENTED, TG_OFTEN_ZERO, TG_L2, TG_NN_OVER_FEATURES_USE]",Видео для скачивания,,alsafr,Video for download,True,,True,True,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,FI_RC_SPYLOG_URL_RATIONAL_SIGMOID_D3T120_FROZEN,RcSpylogUrlRationalSigmoidD3T120Frozen,,,"[TG_STATIC, TG_DOC, TG_USER, TG_BROWSER, TG_L2, TG_DATA_FROM_BIGRT, TG_UNDOCUMENTED, TG_SPYLOG_RAPID_CLICKS_BIGRT, TG_NN_OVER_FEATURES_USE]",URL feature computed from rapid clicks spy_log counters with decay of 3 days,"[""skorodumov-s""]","[""skorodumov-s"", ""tarum""]",URL feature computed from rapid clicks spy_log counters with decay of 3 days,True,,True,True,,RapidClicks,,,,True,True,,,,,,,True,True,,,,,,,,,,,USERFEAT-1493,2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,FI_RC_SPYLOG_URL_RATIONAL_SIGMOID_D14T300,RcSpylogUrlRationalSigmoidD14T300,,,"[TG_STATIC, TG_DOC, TG_USER, TG_BROWSER, TG_L2, TG_DATA_FROM_BIGRT, TG_UNDOCUMENTED, TG_UNIMPLEMENTED, TG_UNUSED]",URL feature computed from rapid clicks spy_log counters with decay of 14 days,"[""skorodumov-s""]","[""skorodumov-s"", ""tarum""]",URL feature computed from rapid clicks spy_log counters with decay of 14 days,True,,True,True,True,RapidClicks,,,,True,,,,,,,,True,True,,,,,,,,,,,USERFEAT-1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,FI_SUBRELEV,SubRelevance,,,"[TG_DOC, TG_TRANS, TG_REARR_USE, TG_UNUSED, TG_OFTEN_ZERO]","Служебный фактор, который нужен был для поиска по сайту, и в будущем еще будет нужен.",karpik,apos,"A service factor that was needed to search the site, and will still be needed in the future.",True,,,,True,,,,True,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,FI_GSK_URL_MODEL,GskUrlModel,http://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/ObshayaFormula/TekushhieKomponenty/gsk,,"[TG_DOC, TG_STATIC, TG_URL_TEXT, TG_UNDOCUMENTED, TG_L2, TG_NN_OVER_FEATURES_USE]",Фактор вычисляется из текста урла с помощью классификатора последовательностей quality/seq/gsk,gulin,gulin,The factor is calculated from the text of the url using the quality/seq/gsk sequence classifier,True,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,FI_URL_TRIGRAMS,UrlTrigrams,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/UrlTrigrams,,"[TG_DOC, TG_STATIC, TG_URL_TEXT, TG_L2, TG_NN_OVER_FEATURES_USE]",Модель с обучением каждой триграммы на '+' и '-' урлах. Не зависит от запроса.,"[""botay"", ""denplusplus""]",alsafr,Model with learning each trigram on '+' and '-' urls. It does not depend on the query.,True,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,FI_RC_SPYLOG_URL_RATIONAL_SIGMOID_D14T300_FROZEN,RcSpylogUrlRationalSigmoidD14T300Frozen,,,"[TG_STATIC, TG_DOC, TG_USER, TG_BROWSER, TG_L2, TG_DATA_FROM_BIGRT, TG_UNDOCUMENTED, TG_SPYLOG_RAPID_CLICKS_BIGRT, TG_NN_OVER_FEATURES_USE]",URL feature computed from rapid clicks spy_log counters with decay of 14 days,"[""skorodumov-s""]","[""skorodumov-s"", ""tarum""]",URL feature computed from rapid clicks spy_log counters with decay of 14 days,True,,True,True,,RapidClicks,,,,True,True,,,,,,,True,True,,,,,,,,,,,USERFEAT-1493,2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
